N°,FECHA,RAZON SOCIAL,PRECIO,VEHICULO_TIPO,PLACA_TIPO,SERVICIO_TIPO,TIPO DE PAGO,Nombre Día
14,2025-08-02 00:00:00,KIA SPORTAGE ROJA,45,CAMIONETA,BRH-432,PREMIUM,YAPE,sábado
16,2025-08-02 00:00:00,HONDA DORADA,50,CAMIONETA,B35-341,PREMIUM,EFECTIVO,sábado
10,2025-08-02 00:00:00,HONDA PILOT,50,CAMIONETA,F5H-559,PREMIUM,YAPE,sábado
21,2025-08-02 00:00:00,NISSAN,15,CAMIONETA,PLACA DESCONOCIDA,EXPRESS,EFECTIVO,sábado
22,2025-08-03 00:00:00,HONDA,25,CAMIONETA,A8X-419,STANDAR,EFECTIVO,domingo
25,2025-08-03 00:00:00,KIA SPORTAGE,25,CAMIONETA,ARL-485,STANDAR,EFECTIVO,domingo
23,2025-08-03 00:00:00,SUZUKI,20,CARRO,AXJ-506,STANDAR,EFECTIVO,domingo
27,2025-08-03 00:00:00,KIA SPORTAJE,35,CAMIONETA,U1E-276,PREMIUM,EFECTIVO,domingo
32,2025-08-04 00:00:00,ROJA,20,CAMIONETA,CLH-370,STANDAR,EFECTIVO,lunes
31,2025-08-04 00:00:00,GRIS FORD,25,CAMIONETA,DOE-643,STANDAR,EFECTIVO,lunes
28,2025-08-04 00:00:00,ROJA + CERA,35,CAMIONETA,CMN-434,STANDAR,YAPE,lunes
34,2025-08-04 00:00:00,KIA RIO,15,CARRO,C2G-346,STANDAR,EFECTIVO,lunes
29,2025-08-04 00:00:00,GRIS,20,CARRO,BJG-158,STANDAR,EFECTIVO,lunes
30,2025-08-04 00:00:00,GRIS(SOLO AGUA),10,CAMIONETA,CEH-391,EXPRESS,EFECTIVO,lunes
37,2025-08-05 00:00:00,BLANCA JMC,0,CAMIONETA,AVO-737,STANDAR,GRATIS,martes
36,2025-08-05 00:00:00,GRIS,20,CAMIONETA,ABE-453,STANDAR,YAPE,martes
42,2025-08-05 00:00:00,HONDA,20,CAMIONETA,B4Q-063,STANDAR,YAPE,martes
41,2025-08-05 00:00:00,JEPTOUR MORADA,45,CAMIONETA,CKH-295,PREMIUM,YAPE,martes
43,2025-08-05 00:00:00,SUBARU CELESTE,80,CAMIONETA,ATH-463,BLACK,EFECTIVO,martes
38,2025-08-05 00:00:00,GRIS + CERA,30,CAMIONETA,BXY-763,EXPRESS,EFECTIVO,martes
40,2025-08-05 00:00:00,HONDA CR-V NEGRO,15,CARRO,F45-553,EXPRESS,YAPE,martes
47,2025-08-06 00:00:00,GRIS,30,CAMIONETA,BAV-425,STANDAR,YAPE,miércoles
45,2025-08-06 00:00:00,GRIS + CERA,35,CAMIONETA,BJD-759,STANDAR,YAPE,miércoles
44,2025-08-06 00:00:00,NEGRO,20,CARRO,ALD-543,STANDAR,EFECTIVO,miércoles
49,2025-08-06 00:00:00,. + CERA,25,CARRO,B70-208,STANDAR,EFECTIVO,miércoles
50,2025-08-06 00:00:00,NISSAN,45,CAMIONETA,BBC-136,PREMIUM,EFECTIVO,miércoles
46,2025-08-06 00:00:00,NEGRO,15,CAMIONETA,CMK-337,EXPRESS,EFECTIVO,miércoles
54,2025-08-07 00:00:00,SUZUKI,25,CAMIONETA,H2F-026,STANDAR,YAPE,jueves
56,2025-08-07 00:00:00,KIA RIO,15,CARRO,C2G-346,STANDAR,EFECTIVO,jueves
53,2025-08-07 00:00:00,PLOMO,20,CARRO,D4E-002,STANDAR,YAPE,jueves
52,2025-08-07 00:00:00,BLANCA JMC,80,CAMIONETA,BNB-355,BLACK,YAPE,jueves
55,2025-08-07 00:00:00,BLANCA,15,CAMIONETA,CSE-570,EXPRESS,EFECTIVO,jueves
59,2025-08-08 00:00:00,KIA SPORTAGE,25,CAMIONETA,BXG-270,STANDAR,YAPE,viernes
61,2025-08-08 00:00:00,MAZDA Cx3 - BLANCA,25,CAMIONETA,BJF-280,STANDAR,EFECTIVO,viernes
63,2025-08-08 00:00:00,KIA,20,CARRO,BZH-356,STANDAR,YAPE,viernes
66,2025-08-08 00:00:00,KIA SOLUTO,20,CARRO,Z6M-431,STANDAR,YAPE,viernes
62,2025-08-08 00:00:00,CHANGAN,45,CAMIONETA,CFK-583,PREMIUM,YAPE,viernes
67,2025-08-08 00:00:00,SUV ROJA,50,CAMIONETA,BV6-486,PREMIUM,EFECTIVO,viernes
68,2025-08-09 00:00:00,HIUNDAY + CERA,35,CAMIONETA,CC6-473,STANDAR,YAPE,sábado
77,2025-08-09 00:00:00,HIUNDAY SANTA FE NEGRO + CERA,35,CAMIONETA,AKS-409,STANDAR,YAPE,sábado
80,2025-08-09 00:00:00,KIA ROJO,20,CARRO,B3V/105,STANDAR,EFECTIVO,sábado
73,2025-08-09 00:00:00,MITSUBICHI NEGRO + CERA,30,CARRO,AUV-565,STANDAR,YAPE,sábado
76,2025-08-09 00:00:00,HIUNDAY NEGRO + CERA + PULVERIZADO,40,CARRO,D8B-143,STANDAR,EFECTIVO,sábado
78,2025-08-09 00:00:00,JAC BLANCA,50,CAMIONETA,H2D-390,PREMIUM,YAPE,sábado
75,2025-08-09 00:00:00,SUZUKI,50,CAMIONETA,BRX-628,PREMIUM,YAPE,sábado
70,2025-08-09 00:00:00,HIUNDAY ACCENT PLOMO,45,CARRO,FON-217,PREMIUM,EFECTIVO,sábado
69,2025-08-09 00:00:00,KIA OPTIMA NEGRO,45,CARRO,B9U-184,PREMIUM,EFECTIVO,sábado
81,2025-08-09 00:00:00,BMW,50,CARRO,PLACA DESCONOCIDA,PREMIUM,YAPE,sábado
71,2025-08-09 00:00:00,HONDA CR-V NEGRO,80,CAMIONETA,AMV-467,BLACK,EFECTIVO,sábado
72,2025-08-09 00:00:00,SUBARU NEGRO,15,CAMIONETA,CNT-383,EXPRESS,EFECTIVO,sábado
79,2025-08-09 00:00:00,KIA PICANTO,15,CARRO,CAG-097,EXPRESS,EFECTIVO,sábado
82,2025-08-09 00:00:00,KIA PICANTO PLOMO,15,CARRO,CPG-462,EXPRESS,YAPE,sábado
87,2025-08-10 00:00:00,ROJA,25,CAMIONETA,CLT-199,STANDAR,YAPE,domingo
84,2025-08-10 00:00:00,SUZUKI BLANCO,25,CAMIONETA,CTO-540,STANDAR,YAPE,domingo
90,2025-08-10 00:00:00,KIA RIO,15,CARRO,C2G-346,STANDAR,EFECTIVO,domingo
88,2025-08-10 00:00:00,NEGRO,20,CARRO,CCP-260,STANDAR,YAPE,domingo
89,2025-08-10 00:00:00,ROJO,20,CARRO,CAI-604,STANDAR,YAPE,domingo
83,2025-08-10 00:00:00,HIUNDAY NEGRO,45,CAMIONETA,AF2-472,PREMIUM,YAPE,domingo
97,2025-08-11 00:00:00,JEEP,20,CAMIONETA,CG5-395,STANDAR,YAPE,lunes
99,2025-08-11 00:00:00,JIM BLANCA,20,CAMIONETA,CDB-735,STANDAR,EFECTIVO,lunes
96,2025-08-11 00:00:00,MERCEDEZ,20,CAMIONETA,ATG-289,STANDAR,YAPE,lunes
98,2025-08-11 00:00:00,ROJA,20,CAMIONETA,ELH-370,STANDAR,EFECTIVO,lunes
100,2025-08-11 00:00:00,HIUNDAY BLANCA,50,CAMIONETA,F2V-488,PREMIUM,YAPE,lunes
95,2025-08-11 00:00:00,PEUGOT BLANCO,45,CARRO,BHH-912,PREMIUM,YAPE,lunes
105,2025-08-12 00:00:00,NEGRO,20,CAMIONETA,A3E-263,STANDAR,YAPE,martes
101,2025-08-12 00:00:00,JAC + CERA,35,CAMIONETA,CDB-618,STANDAR,YAPE,martes
103,2025-08-12 00:00:00,MAZDA Cx5 AZUL,15,CAMIONETA,BBF-323,EXPRESS,EFECTIVO,martes
109,2025-08-13 00:00:00,FORD RANGER,25,CAMIONETA,BKI-765,STANDAR,YAPE,miércoles
112,2025-08-13 00:00:00,HIUNDAY SANTA FE,25,CAMIONETA,C67-290,STANDAR,YAPE,miércoles
111,2025-08-13 00:00:00,MITSUBICHI L200,25,CAMIONETA,BLG-897,STANDAR,YAPE,miércoles
113,2025-08-13 00:00:00,SUZUKI,25,CAMIONETA,B9I-373,STANDAR,EFECTIVO,miércoles
110,2025-08-13 00:00:00,HIUNDAY NEGRO + CERA,30,CARRO,APL-295,STANDAR,EFECTIVO,miércoles
108,2025-08-13 00:00:00,JEPTOUR MORADA,45,CAMIONETA,PLACA DESCONOCIDA,PREMIUM,YAPE,miércoles
114,2025-08-14 00:00:00,HIUNDAY TUCSSON MARRON,25,CAMIONETA,PLACA DESCONOCIDA,STANDAR,EFECTIVO,jueves
119,2025-08-14 00:00:00,NEGRO,25,CAMIONETA,DOE-673,STANDAR,YAPE,jueves
118,2025-08-14 00:00:00,KIA RIO NEGRO,15,CARRO,C2G-346,STANDAR,YAPE,jueves
115,2025-08-14 00:00:00,TOYOTA AZUL,15,CARRO,DOG-,STANDAR,YAPE,jueves
121,2025-08-14 00:00:00,HONDA CR-V NEGRO,45,CAMIONETA,AMV-467,PREMIUM,EFECTIVO,jueves
120,2025-08-14 00:00:00,NEGRO,45,CAMIONETA,PLACA DESCONOCIDA,PREMIUM,YAPE,jueves
129,2025-08-15 00:00:00,BLANCA,25,CAMIONETA,BXY-569,STANDAR,YAPE,viernes
122,2025-08-15 00:00:00,KIA SOLUTO PLOMO,20,CARRO,Z6M-431,STANDAR,EFECTIVO,viernes
124,2025-08-15 00:00:00,NEGRO,20,CARRO,BZH-356,STANDAR,YAPE,viernes
131,2025-08-15 00:00:00,NEGRO,20,CARRO,ALD573,STANDAR,EFECTIVO,viernes
134,2025-08-16 00:00:00,JAC,25,CAMIONETA,BUS-316,STANDAR,EFECTIVO,sábado
137,2025-08-16 00:00:00,JAC BLANCA,25,CAMIONETA,H2D-390,STANDAR,YAPE,sábado
136,2025-08-16 00:00:00,KIA SPORTAGE ROJA,25,CAMIONETA,D4A-352,STANDAR,EFECTIVO,sábado
139,2025-08-16 00:00:00,MAZDA BLANCA,25,CAMIONETA,BJF-280,STANDAR,YAPE,sábado
135,2025-08-16 00:00:00,HIUNDAY I10 NEGRO,15,CARRO,PLACA DESCONOCIDA,STANDAR,YAPE,sábado
132,2025-08-16 00:00:00,,20,CARRO,A3L-202,STANDAR,YAPE,sábado
140,2025-08-16 00:00:00,SUZUKI MARRON,20,CARRO,AXJ-506,STANDAR,EFECTIVO,sábado
138,2025-08-16 00:00:00,NISSAN VERSA ROJO,30,CARRO,BDC-327,STANDAR,EFECTIVO,sábado
146,2025-08-17 00:00:00,MITSUBICHI + CERA,25,CAMIONETA,BCY-305,STANDAR,YAPE,domingo
145,2025-08-17 00:00:00,CHEVROLET SAIL,20,CARRO,AUV-565,STANDAR,YAPE,domingo
147,2025-08-17 00:00:00,DIE,8,CUATRIMOTO,PLACA DESCONOCIDA,STANDAR,YAPE,domingo
144,2025-08-17 00:00:00,KIA SPORTAGE,45,CAMIONETA,BRH-432,PREMIUM,YAPE,domingo
142,2025-08-17 00:00:00,,15,CARRO,B3C-105,EXPRESS,EFECTIVO,domingo
148,2025-08-17 00:00:00,SUZUKI NOMADE,12,CAMION,A2S-133,EXPRESS,EFECTIVO,domingo
152,2025-08-18 00:00:00,KIA SPORTAGE NEGRO,25,CAMIONETA,C5B-351,STANDAR,EFECTIVO,lunes
161,2025-08-18 00:00:00,SUZUKI BLANCO,25,CAMIONETA,CTO-540,STANDAR,YAPE,lunes
160,2025-08-18 00:00:00,NEGRO,15,CARRO,C2G-346,STANDAR,EFECTIVO,lunes
154,2025-08-18 00:00:00,JAC ROJO,20,CARRO,BRB-277,STANDAR,EFECTIVO,lunes
156,2025-08-18 00:00:00,HONDA CIVIC ROJO + CERA,30,CARRO,ADZ-060,STANDAR,EFECTIVO,lunes
158,2025-08-18 00:00:00,DUSTER RENAULT,45,CAMIONETA,AZ6-662,PREMIUM,YAPE,lunes
153,2025-08-18 00:00:00,KIA SPORTAGE AZUL,45,CAMIONETA,BRF-690,PREMIUM,YAPE,lunes
159,2025-08-18 00:00:00,BLANCA,15,CAMIONETA,H2F-026,EXPRESS,YAPE,lunes
162,2025-08-19 00:00:00,NISSA XTRAIL MARRÒN,20,CAMIONETA,BJG-158,STANDAR,EFECTIVO,martes
170,2025-08-19 00:00:00,PLOMA,20,CAMIONETA,CBI-702,STANDAR,EFECTIVO,martes
164,2025-08-19 00:00:00,SUZUKI ROJA,20,CAMIONETA,CLH-370,STANDAR,EFECTIVO,martes
165,2025-08-19 00:00:00,FORD RANGER,25,CAMIONETA,AL-215,STANDAR,YAPE,martes
168,2025-08-19 00:00:00,HIUNDAY ACCENT  GRIS,20,CARRO,CJO-252,STANDAR,EFECTIVO,martes
166,2025-08-19 00:00:00,CHEVROLET  + CERA,25,CARRO,COI-161,STANDAR,EFECTIVO,martes
169,2025-08-19 00:00:00,TOYOTA + CERA,30,CARRO,CJV-528,STANDAR,YAPE,martes
171,2025-08-20 00:00:00,WOLSVAGEN PLOMO + PULVERIZADO,30,CAMIONETA,TIV-940,STANDAR,EFECTIVO,miércoles
173,2025-08-20 00:00:00,KIA PICANTO MARRON + CERA,30,CARRO,AVV-148,STANDAR,YAPE,miércoles
178,2025-08-20 00:00:00,SUV JAC + CERA,30,CARRO,BPZ-228,STANDAR,YAPE,miércoles
174,2025-08-20 00:00:00,YARIS TOYOTA,30,CARRO,CJU-528,STANDAR,EFECTIVO,miércoles
181,2025-08-20 00:00:00,,10,CUATRIMOTO,PLACA DESCONOCIDA,STANDAR,EFECTIVO,miércoles
172,2025-08-20 00:00:00,HONDA Cr-V ROJO,50,CAMIONETA,BKA-552,PREMIUM,YAPE,miércoles
175,2025-08-20 00:00:00,KIA PLOMO,50,CAMIONETA,BHJ-312,PREMIUM,YAPE,miércoles
180,2025-08-20 00:00:00,MAZDA,80,CAMIONETA,CTC-580,BLACK,YAPE,miércoles
179,2025-08-20 00:00:00,HIUNDAY ACCENT,15,CARRO,CTQ-200,EXPRESS,YAPE,miércoles
183,2025-08-21 00:00:00,. +5 LIQUIDO LIMPIA VIDRIO,20,CAMIONETA,DOI-523,STANDAR,EFECTIVO,jueves
185,2025-08-21 00:00:00,CHANGAN + CERA,35,CAMIONETA,CMB-623,STANDAR,YAPE,jueves
184,2025-08-21 00:00:00,TOYOTA + CERA,30,CARRO,PLACA DESCONOCIDA,STANDAR,YAPE,jueves
187,2025-08-21 00:00:00,KIA RIO + CERA + AIRE ACONDICIONADO,80,CARRO,T2C-279,STANDAR,EFECTIVO,jueves
182,2025-08-21 00:00:00,MITSUBICHI BLANCO,20,CAMION,F1F-822,STANDAR,EFECTIVO,jueves
186,2025-08-21 00:00:00,WOLSVAGEN JETTA,45,CARRO,C2N-011,PREMIUM,EFECTIVO,jueves
196,2025-08-22 00:00:00,HIUNDAY TUCSSON,25,CAMIONETA,BJE-278,STANDAR,EFECTIVO,viernes
197,2025-08-22 00:00:00,KIA SORENTO,25,CAMIONETA,D1M-381,STANDAR,YAPE,viernes
192,2025-08-22 00:00:00,PROFE,25,CAMIONETA,PLACA DESCONOCIDA,STANDAR,YAPE,viernes
191,2025-08-22 00:00:00,SUBARU GRIS + CERA,35,CAMIONETA,AMG-156,STANDAR,YAPE,viernes
195,2025-08-22 00:00:00,KIA SPORTAGE + CERA + LAVADO DE MOTOR,45,CAMIONETA,A1Z-036,STANDAR,YAPE,viernes
194,2025-08-22 00:00:00,CHERY,20,CARRO,AAY-127,STANDAR,YAPE,viernes
189,2025-08-22 00:00:00,TOYOTA NEGRO,45,CARRO,PLACA DESCONOCIDA,PREMIUM,EFECTIVO,viernes
198,2025-08-23 00:00:00,CHERY TIGO ROJO,20,CAMIONETA,CMN-434,STANDAR,EFECTIVO,sábado
201,2025-08-23 00:00:00,GRIS,20,CARRO,PLACA DESCONOCIDA,STANDAR,EFECTIVO,sábado
209,2025-08-23 00:00:00,HIUNDAY,20,CARRO,A3L-202,STANDAR,EFECTIVO,sábado
202,2025-08-23 00:00:00,TOYOTA YARIS + CERA,30,CARRO,AED-292,STANDAR,EFECTIVO,sábado
206,2025-08-23 00:00:00,BRANCO,15,CAMION,PLACA DESCONOCIDA,STANDAR,EFECTIVO,sábado
204,2025-08-23 00:00:00,KIA SPORTAGE,50,CAMIONETA,B3Q-161,PREMIUM,EFECTIVO,sábado
199,2025-08-23 00:00:00,CHANGAN BLANCA + PULIDOR,55,CAMIONETA,CPL-606,PREMIUM,EFECTIVO,sábado
221,2025-08-24 00:00:00,KIA SORENTO + CERA,30,CAMIONETA,BAS-357,STANDAR,EFECTIVO,domingo
210,2025-08-24 00:00:00,GWM GRIS + CERA,35,CAMIONETA,CAL-718,STANDAR,EFECTIVO,domingo
219,2025-08-24 00:00:00,KIA RIO NEGRO,0,CARRO,C2G-346,STANDAR,GRATIS,domingo
217,2025-08-24 00:00:00,CHEVROLET,20,CARRO,AUV-565,STANDAR,EFECTIVO,domingo
222,2025-08-24 00:00:00,HIUNDAY ACCENT,20,CARRO,CRJ-223,STANDAR,EFECTIVO,domingo
218,2025-08-24 00:00:00,TOYOTA + CERA,25,CARRO,BEH-456,STANDAR,YAPE,domingo
220,2025-08-24 00:00:00,KIA SPORTAGE,45,CAMIONETA,BRH-432,PREMIUM,YAPE,domingo
216,2025-08-24 00:00:00,FORD TERRITORY,50,CAMIONETA,CRN-283,PREMIUM,YAPE,domingo
223,2025-08-24 00:00:00,KIA CERATO,45,CARRO,BLD-639,PREMIUM,YAPE,domingo
214,2025-08-24 00:00:00,JEPTOUR,15,CAMIONETA,CHZ-524,EXPRESS,EFECTIVO,domingo
233,2025-08-25 00:00:00,HIUNDAY CRETA NEGRO + CERA,35,CAMIONETA,CCG-473,STANDAR,EFECTIVO,lunes
230,2025-08-25 00:00:00,SUZUKI PLOMA + CERA + PULVERIZADO,40,CAMIONETA,BIG-559,STANDAR,YAPE,lunes
236,2025-08-25 00:00:00,HIUNDAY ACCENT,20,CARRO,CTQ-200,STANDAR,YAPE,lunes
224,2025-08-25 00:00:00,MAZDA AZUL,20,CARRO,ASJ-285,STANDAR,YAPE,lunes
234,2025-08-25 00:00:00,SUZUKI,20,CARRO,AXJ-506,STANDAR,YAPE,lunes
228,2025-08-25 00:00:00,KIA SOLUTO + PULIDO + CERA + PULVERIZADO,50,CARRO,Z6M-431,STANDAR,YAPE,lunes
225,2025-08-25 00:00:00,KIA OPTIMA NEGRO,45,CARRO,B9U-184,PREMIUM,EFECTIVO,lunes
235,2025-08-25 00:00:00,TOYOTA NEGRO + WHEEL X,55,CARRO,CJU-528,PREMIUM,EFECTIVO,lunes
229,2025-08-25 00:00:00,KIA SELTOS BLANCA,10,CAMIONETA,CBM-343,EXPRESS,YAPE,lunes
226,2025-08-25 00:00:00,MAZDA PLOMO,15,CARRO,D7M-575,EXPRESS,YAPE,lunes
242,2025-08-26 00:00:00,BEJING ROJO,25,CAMIONETA,BWN-522,STANDAR,YAPE,martes
239,2025-08-26 00:00:00,HIUNDAY TUCCSON,25,CAMIONETA,B2J-013,STANDAR,EFECTIVO,martes
243,2025-08-26 00:00:00,HONDA CR-V,25,CAMIONETA,F4S-553,STANDAR,EFECTIVO,martes
237,2025-08-26 00:00:00,WOLSVAGEN GOL,20,CARRO,B3K-429,STANDAR,YAPE,martes
238,2025-08-26 00:00:00,TOYOTA COROLA PLOMO,30,CARRO,B6V-698,STANDAR,YAPE,martes
244,2025-08-26 00:00:00,KIA SPORTAGE AZUL,45,CAMIONETA,BRF-690,PREMIUM,YAPE,martes
241,2025-08-26 00:00:00,KIA RIO NEGRO KEVIN,30,CARRO,BZH-356,PREMIUM,YAPE,martes
240,2025-08-26 00:00:00,GWM AZUL,15,CAMIONETA,B5V-811,EXPRESS,EFECTIVO,martes
249,2025-08-27 00:00:00,GLORY NEGRA,25,CAMIONETA,BYN-426,STANDAR,YAPE,miércoles
247,2025-08-27 00:00:00,MAZDA BLANCA,25,CAMIONETA,BJF-280,STANDAR,YAPE,miércoles
248,2025-08-27 00:00:00,MITSUBICHI PLOMA,25,CAMIONETA,BJD-759,STANDAR,YAPE,miércoles
250,2025-08-27 00:00:00,CHERY,45,CAMIONETA,CEK-557,PREMIUM,YAPE,miércoles
245,2025-08-27 00:00:00,JEPTOUR MORADA,0,CARRO,CKH-295,EXPRESS,GRATIS,miércoles
251,2025-08-28 00:00:00,,25,CAMIONETA,PLACA DESCONOCIDA,STANDAR,EFECTIVO,jueves
253,2025-08-28 00:00:00,HIUNDAY,20,CARRO,A3L-202,STANDAR,EFECTIVO,jueves
252,2025-08-28 00:00:00,NEGRO + CERA,30,CARRO,APL-295,STANDAR,EFECTIVO,jueves
256,2025-08-28 00:00:00,NEGRO,45,CARRO,CJU-528,PREMIUM,EFECTIVO,jueves
264,2025-08-29 00:00:00,MAZDA + CERA,35,CAMIONETA,PLACA DESCONOCIDA,STANDAR,YAPE,viernes
259,2025-08-29 00:00:00,TOYOTA + CERA,35,CAMIONETA,CSE-570,STANDAR,YAPE,viernes
260,2025-08-29 00:00:00,KIA RIO,15,CARRO,C2G-346,STANDAR,YAPE,viernes
257,2025-08-29 00:00:00,KIA K3,45,CARRO,CPO-570,PREMIUM,YAPE,viernes
263,2025-08-29 00:00:00,CHANGAN,80,CAMIONETA,CPL-606,BLACK,EFECTIVO,viernes
277,2025-08-30 00:00:00,FORD RANGER,25,CAMIONETA,BKI-765,STANDAR,YAPE,sábado
266,2025-08-30 00:00:00,HIUNDAY + CERA,35,CAMIONETA,AKS-409,STANDAR,YAPE,sábado
268,2025-08-30 00:00:00,NEGRO,20,CARRO,AUV-565,STANDAR,YAPE,sábado
276,2025-08-30 00:00:00,SUZUKI HIBRIDO,20,CARRO,CSF-345,STANDAR,EFECTIVO,sábado
282,2025-08-30 00:00:00,HONDA CIVIC ROJO + CERA,30,CARRO,ADZ-060,STANDAR,YAPE,sábado
272,2025-08-30 00:00:00,KIA RIO + PULVERIZADO DE MOTOR,30,CARRO,B5W-186,STANDAR,EFECTIVO,sábado
267,2025-08-30 00:00:00,ROJO + CERA,30,CARRO,C4Z-096,STANDAR,EFECTIVO,sábado
279,2025-08-30 00:00:00,TOYOTA + CERA,30,CARRO,CJU-528,STANDAR,EFECTIVO,sábado
271,2025-08-30 00:00:00,TOYOTA COROLA + CERA,50,CARRO,A7Q-532,STANDAR,EFECTIVO,sábado
273,2025-08-30 00:00:00,KIA,45,CAMIONETA,CAD-415,PREMIUM,EFECTIVO,sábado
281,2025-08-30 00:00:00,MG,50,CAMIONETA,BNY-113,PREMIUM,EFECTIVO,sábado
278,2025-08-30 00:00:00,KIA,40,CARRO,T2C-279,PREMIUM,EFECTIVO,sábado
270,2025-08-30 00:00:00,NISSAN,15,CAMIONETA,BBC-136,EXPRESS,EFECTIVO,sábado
292,2025-08-31 00:00:00,MITSUBICHI,25,CAMIONETA,T7J-515,STANDAR,YAPE,domingo
286,2025-08-31 00:00:00,NEGRO,20,CARRO,BMA-535,STANDAR,EFECTIVO,domingo
291,2025-08-31 00:00:00,KIA + CERA,30,CARRO,A8K-206,STANDAR,EFECTIVO,domingo
288,2025-08-31 00:00:00,TOYOTA YARIS,45,CARRO,DOZ-024,PREMIUM,YAPE,domingo
285,2025-08-31 00:00:00,KIA GRIS + COBERTOR,55,CARRO,C2A-427,PREMIUM,EFECTIVO,domingo
287,2025-08-31 00:00:00,GRIS,15,CAMIONETA,BNC-576,EXPRESS,YAPE,domingo
